Step,Agent0_Loss,Agent1_Loss,Agent2_Loss,Agent3_Loss,Avg_Loss
2048,3.9917274117469788,0.2983396649360657,0.0,4.649349927902222,2.2348542511463165
4096,4.342925310134888,11.68297290802002,-1.323966272175312,35.82170343399048,12.630908844992518
6144,0.0,0.0,0.0,0.0,0.0
8192,1.4208256900310516,27.234378337860107,-1.2963407933712006,0.37739814817905426,6.934065345674753
10240,0.0,-0.6484305784106255,1.384754329919815,0.28682198002934456,0.25578643288463354
12288,0.8355833441019058,0.20201589725911617,1.7178040742874146,0.37950877472758293,0.7837280225940049
14336,16.07154655456543,4.777931451797485,0.39490319043397903,-12.568924188613892,2.1688642520457506
16384,0.8614058941602707,0.0,0.41690605878829956,9.088104039430618,2.591603998094797
18432,9.285889148712158,91.43474197387695,0.38273534178733826,1.0863684639334679,25.54743373207748
22528,-3.868174731731415,0.0,0.5251685529947281,2.6570536494255066,-0.17148813232779503
24576,-3.8663594126701355,5.340379238128662,0.36242932826280594,-0.5396469458937645,0.324200551956892
26624,0.41269945353269577,0.010743089485913515,0.3296322226524353,-0.10757559537887573,0.16137479257304221
28672,4.910812675952911,15.022310495376587,0.41622229665517807,0.0,5.087336366996169
30720,0.3170628845691681,0.10250851046293974,0.5336012542247772,0.7058608904480934,0.4147583849262446
32768,0.5822446569800377,2.3154648542404175,0.3336583897471428,0.26518044993281364,0.8741370877251029
34816,1.5660511553287506,1.4830637276172638,0.0,0.4524522200226784,0.8753917757421732
36864,-7.4611287117004395,-3.3344669938087463,0.5868507474660873,1.8844127357006073,-2.081083055585623
38912,3.1978774070739746,0.0,0.29130323231220245,0.8038120567798615,1.0732481740415096
40960,-39.89414691925049,6.257384419441223,0.4623529985547066,0.0,-8.29360237531364
43008,-28.220043182373047,0.4659396782517433,-3.2511526942253113,3.447759211063385,-6.8893742468208075
45056,0.4446313679218292,0.4506724551320076,0.46490228921175003,3.551332473754883,1.2278846465051174
47104,0.4008755162358284,0.4003306180238724,-11.68040943145752,1.8731325566768646,-2.2515176851302385
49152,0.4562787190079689,0.4620610848069191,-4.185588300228119,4.516534686088562,0.3123215474188328
51200,0.4569540470838547,10.843183413147926,-0.9386138468980789,23.624257564544678,8.496445294469595
53248,0.37607432156801224,0.10386626794934273,0.0,7.702372968196869,2.045578389428556
55296,0.43553123623132706,0.34719716012477875,-0.2108059711754322,14.755152702331543,3.831768781878054
